title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Carnival of Souls,tt0055830,1962,P,USA,1,Herts-Lion International Corp.,PG,Horror,0,1,M,7.2
Lolita,tt0056193,1962,P,UK,0,MGM,NOT RATED,Crime,0,0,M,7.6
La Jetee,tt0056119,1962,F,France,0,Criterion Collection,NOT RATED,Short,0,0,M,8.3
What Ever Happened to Baby Jane?,tt0056687,1962,P,USA,1,Warner Bros. Pictures,NOT RATED,Drama,0,2,M,8.1
Gypsy,tt0056048,1962,P,USA,2,Warner Home Video,APPROVED,Biography,0,2,M,7.2
"Loneliness of the Long Distance Runner, The",tt0056194,1962,P,UK,0,Continental,NOT RATED,Drama,0,2,M,7.7
War of the Buttons,tt0054949,1962,F,France,0,Comet Films,N/A,Comedy,0,1,M,7.5
"Miracle Worker, The",tt0056241,1962,P,USA,0,MGM Home Entertainment,NOT RATED,Biography,0,2,M,8.1
"Music Man, The",tt0056262,1962,P,USA,0,Warner Bros. Pictures,G,Comedy,1,1,M,7.7
Cleo from 5 to 7,tt0055852,1962,P,France,2,Zenith International Films,NOT RATED,Comedy,0,0,M,8.0
Advise &amp; Consent,tt0055728,1962,P,USA,0,WARNER BROTHERS PICTURES,NOT RATED,Drama,0,1,M,7.8
"Move Over, Darling",tt0057329,1963,P,USA,2,20th Century Fox,APPROVED,Comedy,2,4,M,7.0
"Great Escape, The",tt0057115,1963,F,USA,0,United Artists,APPROVED,Adventure,0,2,M,8.2
Lord of the Flies,tt0057261,1963,F,UK,0,Criterion Collection,NOT RATED,Adventure,0,1,M,7.0
Summer Holiday,tt0057541,1963,P,UK,0,American International Pictures,APPROVED,Comedy,0,2,M,6.1
8&frac12;,tt0056801,1963,P,Italy,0,Cinerez,NOT RATED,Drama,0,0,M,8.1
Sanjuro,tt0056443,1963,P,Japan,0,Criterion Collection,NOT RATED,Action,1,0,F,8.2
Carry on Cabby,tt0056912,1963,P,UK,1,Warner Bros.,N/A,Adventure,1,2,M,6.4
"Sword in the Stone, The",tt0057546,1963,F,USA,0,Buena Vista Pictures,G,Animation,0,0,M,7.2
"Silence, The",tt0057611,1963,P,Sweden,0,Criterion Collection,R,Drama,0,0,M,8.0
From Russia with Love,tt0057076,1963,P,UK,0,United Artists,PG,Action,1,1,M,7.5
Shock Corridor,tt0057495,1963,F,USA,0,Criterion Collection,NOT RATED,Drama,0,1,M,7.5
Summer Magic,tt0057542,1963,P,USA,1,Walt Disney Productions,APPROVED,Comedy,1,0,M,7.1
Dementia 13,tt0056983,1963,P,USA,4,Madacy Home Video,UNRATED,Horror,0,2,M,5.7
Bye Bye Birdie,tt0056891,1963,P,USA,0,Columbia Pictures,APPROVED,Comedy,0,1,M,6.6
"Haunting, The",tt0057129,1963,P,UK,2,Paramount Pictures,G,Horror,1,1,M,7.6
Suzanne&#39;s Career,tt0056910,1963,P,France,1,Criterion Collection,NOT RATED,Drama,0,0,M,7.2
Atragon,tt0057215,1963,F,Japan,0,N/A,TV-Y7,Adventure,0,0,M,6.1
"Guest, The",tt0058164,1963,F,UK,0,N/A,N/A,Drama,0,1,M,7.3
Khaneh siah ast (The House is Black),tt0336693,1963,F,Iran,0,N/A,N/A,Documentary,0,0,M,8.0
Tom Jones,tt0057590,1963,P,UK,0,Woodfall Film Productions,NOT RATED,Adventure,0,2,M,6.7
"Birds, The",tt0056869,1963,P,USA,0,Universal Pictures,PASSED,Drama,1,1,M,7.7
"Servant, The",tt0057490,1963,P,UK,0,Rialto Pictures,UNRATED,Drama,0,1,M,7.9
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,1964,F,USA,0,Sony Pictures,PG,Comedy,0,4,M,8.4
Zulu,tt0058777,1964,F,UK,0,Paramount Pictures,NOT RATED,Drama,0,2,M,7.8
"Hush...Hush, Sweet Charlotte",tt0058213,1964,P,USA,0,Fox,APPROVED,Crime,0,3,M,7.7
Woman in the Dunes,tt0058625,1964,F,Japan,1,Criterion Collection,NOT RATED,Drama,0,0,M,8.5
Seduced and abandoned,tt0058564,1964,P,Italy,2,Criterion Collection,NOT RATED,Comedy,0,2,M,8.0
My Fair Lady,tt0058385,1964,P,USA,2,Warner Bros. Pictures,G,Drama,0,3,M,7.9
Mary Poppins,tt0058331,1964,P,USA,0,Walt Disney Productions,G,Comedy,0,0,M,7.8
"Umbrellas of Cherbourg, The",tt0058450,1964,P,France,2,Zeitgeist Films,NOT RATED,Drama,0,0,M,7.9
"Unsinkable Molly Brown, The",tt0058708,1964,P,USA,2,MGM Home Entertainment,APPROVED,Biography,1,1,M,6.8
Onibaba,tt0058430,1964,F,Japan,2,Toho Company Ltd.,NOT RATED,Drama,0,0,M,8.0
Code Name: Tiger,tt0058658,1964,P,France,0,N/A,N/A,Thriller,0,2,M,5.0
"Ghidorah, the Three-Headed Monster",tt0058544,1964,P,Japan,0,N/A,NOT RATED,Action,0,0,M,6.7
Marnie,tt0058329,1964,P,USA,2,MCA Universal Home Video,PG,Crime,0,2,M,7.2
Dead Ringer,tt0057997,1964,P,USA,5,Warner Bros. Pictures,UNRATED,Crime,0,2,M,7.4
King &amp; Country,tt0058263,1964,F,UK,0,Allied Artists Pictures,NOT RATED,Drama,0,2,M,7.6
Viva Las Vegas,tt0058725,1964,F,USA,0,MGM,APPROVED,Comedy,0,0,M,6.4
"Chalk Garden, The",tt0057933,1964,P,UK,1,MCA Universal Home Video,N/A,Drama,0,1,M,7.6
Nikutai no mon [Gate of Flesh],tt0058409,1964,P,Japan,1,Criterion Collection,NOT RATED,Drama,0,0,M,7.6
Marriage Italian Style,tt0058335,1964,P,Italy,0,Kino Lorber,NOT RATED,Comedy,0,2,M,7.5
Band of Outsiders,tt0057869,1964,P,France,0,Royal Films International,NOT RATED,Comedy,0,0,M,7.8
Red Desert,tt0058003,1964,P,Italy,2,Janus Films,NOT RATED,Drama,0,0,M,7.7
La tia Tula,tt0058695,1964,P,Spain,5,United International Pictures (UIP),N/A,Drama,0,4,M,7.8
Gulliver&#39;s Travels Beyond the Moon,tt0059212,1965,F,Japan,0,N/A,N/A,Animation,0,1,M,6.7
That Darn Cat!,tt0059793,1965,P,USA,0,Walt Disney Productions,APPROVED,Comedy,0,2,M,6.7
"Faster, Pussycat! Kill! Kill!",tt0059170,1965,P,USA,2,Eve Productions,NOT RATED,Action,0,0,M,6.8
"Sound of Music, The",tt0059742,1965,P,USA,1,20th Century-Fox,G,Biography,0,3,M,8.0
Viva Maria!,tt0059956,1965,P,France,4,United Artists,NOT RATED,Adventure,0,1,M,6.4
Kapurush,tt0059348,1965,F,India,0,R.D.Banshal &amp; Co.,N/A,Drama,0,0,M,7.8
Devils of Darkness,tt0059100,1965,P,UK,0,N/A,APPROVED,Horror,0,0,M,4.8
Inside Daisy Clover,tt0059314,1965,P,USA,0,Warner Bros.,APPROVED,Drama,0,2,M,6.3
Juliet of the Spirits,tt0059229,1965,P,Italy,2,Criterion Collection,NOT RATED,Comedy,0,0,M,7.7
"Pleasure Girls, The",tt0059607,1965,P,UK,1,N/A,N/A,Drama,0,0,M,5.9
Bunny Lake Is Missing,tt0058997,1965,P,UK,4,Sony Pictures Entertainment,NOT RATED,Mystery,1,1,M,7.3
For a Few Dollars More,tt0059578,1965,F,Italy,0,MGM Home Entertainment,R,Western,0,3,M,8.3
Repulsion,tt0059646,1965,P,UK,2,Royal Films International,NOT RATED,Drama,0,2,M,7.8
A Study in Terror,tt0059764,1965,P,UK,0,Columbia Pictures,N/A,Crime,0,3,M,6.6
Darling,tt0059084,1965,P,UK,1,Lionsgate,TV-MA,Drama,0,2,M,7.2
"Flight of the Phoenix, The",tt0059183,1965,F,USA,0,20th Century Fox Film Corporation,NOT RATED,Adventure,0,2,M,7.6
Mne dvadtsat let (I am twenty),tt0058361,1965,P,Soviet Union,0,N/A,N/A,Drama,0,0,M,8.0
How to Murder Your Wife,tt0058212,1965,F,USA,1,MGM Home Entertainment,APPROVED,Comedy,0,1,M,6.6
How to Steal a Million,tt0060522,1966,F,USA,3,20th Century Fox Film Corp.,APPROVED,Comedy,0,2,M,7.6
End of August at the Hotel Ozone,tt0061879,1966,P,Czechoslovakia,1,N/A,N/A,Drama,0,0,M,6.9
Persona,tt0060827,1966,P,Sweden,0,Criterion Collection,NOT RATED,Drama,0,0,M,8.1
Georgy Girl,tt0060453,1966,P,UK,3,Columbia Pictures,APPROVED,Comedy,2,1,M,6.9
"Good, the Bad and the Ugly, The",tt0060196,1966,F,Italy,0,United Artists,R,Western,0,4,M,8.9
Death Rides a Horse,tt0064208,1966,F,Italy,0,Live Home Video,R,Western,0,1,M,7.2
Daisies,tt0060959,1966,P,Czechoslovakia,0,Janus Films,N/A,Comedy,0,0,M,7.4
Torn Curtain,tt0061107,1966,P,USA,0,MCA Universal Home Video,PG,Thriller,0,1,M,6.7
Cathy Come Home,tt0059020,1966,P,UK,2,,N/A,Drama,0,1,M,8.0
"Trouble with Angels, The",tt0061122,1966,P,USA,2,Sony Pictures Entertainment,PG,Comedy,1,0,M,7.5
Blow-Up,tt0060176,1966,F,UK,0,MGM,NOT RATED,Drama,0,2,M,7.6
"Group, The",tt0060479,1966,P,USA,1,United Artists,APPROVED,Drama,2,1,F,6.6
Return of Daimajin,tt0062852,1966,F,Japan,0,N/A,NOT RATED,Fantasy,0,0,M,6.3
Black Girl,tt0060758,1966,P,Senegal,1,N/A,NOT RATED,Drama,0,0,M,7.5
Wrath of Daimajin,tt0062853,1966,F,Japan,0,N/A,N/A,Drama,0,0,M,6.5
"Plague of the Zombies, The",tt0060841,1966,P,UK,0,Warner Bros.,APPROVED,Horror,0,1,M,6.7
La caza,tt0060223,1966,F,Spain,0,Trans Lux Inc.,N/A,Drama,0,1,M,7.7
Django,tt0060315,1966,F,Italy,0,Rialto Pictures,NOT RATED,Action,0,5,M,7.3
Fantastic Voyage,tt0060397,1966,F,USA,0,20th Century Fox Film Corporation,PG,Adventure,0,3,M,6.8
Fahrenheit 451,tt0060390,1966,P,UK,0,Universal Pictures,NOT RATED,Drama,0,1,M,7.3
Daikaiju ketto: Gamera tai Barugon,tt0060446,1966,F,Japan,0,N/A,N/A,Action,0,0,M,4.5
Bonnie and Clyde,tt0061418,1967,P,USA,0,Warner Brothers/Seven Arts,R,Action,0,2,M,7.9
"Dirty Dozen, The",tt0061578,1967,F,UK,0,MGM,NOT RATED,Action,0,1,M,7.8
Guess Who&#39;s Coming to Dinner,tt0061735,1967,P,USA,2,Columbia Pictures Corporation,NOT RATED,Comedy,0,1,M,7.8
Barefoot in the Park,tt0061385,1967,P,USA,0,Paramount Home Video,G,Comedy,0,2,M,7.0
Uchu daikaiju Girara,tt0062411,1967,P,Japan,0,Criterion Collection,PG,Horror,0,0,M,4.9
Smashing Time,tt0062281,1967,P,UK,1,N/A,N/A,Comedy,0,1,M,6.4
Wait Until Dark,tt0062467,1967,P,USA,2,Warner Home Video,NOT RATED,Horror,0,2,M,7.8
Woman Times Seven,tt0062502,1967,P,Italy,2,Embassy Pictures Corporation,NOT RATED,Comedy,0,0,M,6.2
Playtime,tt0062136,1967,P,France,0,Continental Distributing,NOT RATED,Comedy,0,0,M,8.0
Valley of the Dolls,tt0062430,1967,P,USA,1,20th Century Fox,PG-13,Drama,2,0,M,5.9
Belle de Jour,tt0061395,1967,P,France,1,Miramax Zoe,R,Drama,0,2,M,7.8
Thoroughly Modern Millie,tt0062362,1967,P,USA,0,Universal,G,Comedy,0,1,M,7.0
I Am Curious (Yellow),tt0061834,1967,P,Sweden,4,Sandrews,X,Drama,0,0,M,6.1
Two for the Road,tt0062407,1967,P,UK,0,Fox,APPROVED,Comedy,0,0,M,7.6
Elvira Madigan,tt0061620,1967,F,Sweden,0,Europa Film,PG,Biography,0,1,M,7.5
Asterix the Gaul (Asterix le Gaulois),tt0061369,1967,F,France,0,N/A,N/A,Animation,0,1,M,6.6
"Young Girls of Rochefort, The",tt0062873,1967,P,France,1,Miramax-Zoe,G,Comedy,0,0,M,7.7
Daikaiju kuchusen: Gamera tai Gyaosu,tt0061695,1967,F,Japan,0,N/A,N/A,Action,0,0,M,4.5
Bedazzled,tt0061391,1967,P,UK,1,Twentieth Century Fox,APPROVED,Comedy,0,2,M,7.0
"Fox, The",tt0062990,1967,P,Canada,1,MGM Home Entertainment,R,Drama,0,2,M,6.7
Berserk,tt0061398,1967,P,UK,1,Sony Pictures Entertainment,NOT RATED,Horror,0,0,M,5.1
Son of Godzilla,tt0061856,1967,F,Japan,0,Sony Pictures Home Entertainment,PG,Action,0,0,M,5.2
Night of the Living Dead,tt0063350,1968,P,USA,0,Continental Distributing Inc.,NOT RATED,Horror,0,2,M,7.9
Star!,tt0063642,1968,P,USA,0,20th Century Fox Film Corporation,G,Biography,0,1,M,6.6
"Killing of Sister George, The",tt0063185,1968,P,USA,3,Anchor Bay Entertainment,X,Drama,0,2,M,7.1
Asterix et Cleopatre,tt0062687,1968,F,France,0,N/A,N/A,Animation,0,3,M,7.2
Barbarella,tt0062711,1968,P,France,0,Universal Pictures,PG,Adventure,0,3,M,5.9
"Producers, The",tt0063462,1968,F,USA,0,AVCO Embassy Pictures,PG,Comedy,0,0,M,7.7
Ice Station Zebra,tt0063121,1968,F,USA,0,MGM Home Entertainment,G,Adventure,0,2,M,6.6
Reconstruction,tt0063493,1968,F,Romania,0,N/A,N/A,Comedy,0,1,M,8.2
"Bride Wore Black, The",tt0061955,1968,P,France,7,United Artists,UNRATED,Crime,0,0,M,7.3
Taiyo no oji: Horusu no daiboken,tt0063668,1968,F,Japan,1,MGM,NOT RATED,Animation,0,0,M,6.7
Carry On... Up the Khyber,tt0062782,1968,P,UK,0,J. Arthur Rank Productions,NOT RATED,Adventure,0,0,M,6.9
Funny Girl,tt0062994,1968,P,USA,4,Columbia Pictures,G,Biography,0,0,M,7.6
Head,tt0063049,1968,F,USA,0,Columbia Pictures,G,Comedy,0,1,M,6.6
Destroy All Monsters,tt0063172,1968,F,Japan,0,American International Pictures,G,Action,0,0,M,6.6
Yellow Submarine,tt0063823,1968,F,UK,0,Independent Pictures,G,Animation,0,5,M,7.4
Where Eagles Dare,tt0065207,1968,P,UK,0,MGM Home Entertainment,PG,Action,0,0,M,7.7
"Party, The",tt0063415,1968,P,USA,0,United Artists,PG,Comedy,0,3,M,7.6
2001: A Space Odyssey,tt0062622,1968,F,UK,0,Warner Bros. Pictures,G,Adventure,0,2,M,8.3
Il giorno della civetta,tt0063010,1968,F,Italy,0,N/A,M,Thriller,0,1,M,7.1
"Lion in Winter, The",tt0063227,1968,P,UK,1,Nelson Entertainment,PG,Biography,0,2,M,8.1
Rosemary&#39;s Baby,tt0063522,1968,P,USA,3,Paramount Pictures,APPROVED,Drama,0,1,M,8.0
Romeo and Juliet,tt0063518,1968,P,UK,0,Paramount Home Video,PG,Drama,0,3,M,7.6
Up the Junction,tt0062426,1968,P,UK,1,Paramount Studios,R,Drama,0,1,M,7.2
Women in Love,tt0066579,1969,P,UK,1,N/A,R,Drama,0,1,M,7.5
"Hello, Dolly!",tt0064418,1969,P,USA,0,20th Century Fox,G,Adventure,0,2,M,7.2
"Honeymoon Killers, The",tt0064437,1969,P,USA,3,Live Home Video,R,Crime,0,1,M,7.1
Downhill Racer,tt0064253,1969,F,USA,0,Paramount Pictures,M,Drama,0,1,M,6.5
"Prime of Miss Jean Brodie, The",tt0064840,1969,P,UK,2,20th Century Fox Film Corporation,PG,Drama,0,2,M,7.6
Chastity,tt0064156,1969,F,USA,0,American International Pictures,R,Drama,0,1,M,5.0
Age of Consent,tt0063991,1969,P,Australia,0,Columbia Pictures,R,Biography,0,1,M,6.5
Mississippi Mermaid,tt0064990,1969,P,France,1,Film Desk,R,Crime,0,0,M,7.1
Army of Shadows,tt0064040,1969,F,France,0,Rialto Pictures LLC.,NOT RATED,Drama,0,1,M,8.2
True Grit,tt0065126,1969,P,USA,1,Paramount Home Video,G,Adventure,0,1,M,7.4
My Night at Maud&#39;s,tt0064612,1969,P,France,1,Manga Films,PG,Comedy,0,0,M,8.1
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",tt0064373,1969,F,Japan,0,Sony Pictures Entertainment,G,Action,0,0,M,3.9
Carry It On,tt0188484,1970,P,N/A,0,Maron Films,N/A,Documentary,0,0,M,6.2
"AristoCats, The",tt0065421,1970,P,USA,0,Buena Vista,G,Animation,0,6,M,7.1
Five Easy Pieces,tt0065724,1970,P,USA,0,Columbia Pictures,R,Drama,0,0,M,7.5
Claire&#39;s Knee,tt0065772,1970,P,France,1,Media Home Entertainment,GP,Comedy,0,0,M,7.8
Two Mules for Sister Sara,tt0065134,1970,P,Mexico,1,Universal Studios,GP,Adventure,0,1,M,7.0
"Boys in the Band, The",tt0065488,1970,F,USA,0,Hollywood Classics,R,Drama,0,0,M,7.7
Dodes&#39;ka-den,tt0065649,1970,P,Japan,0,N/A,NOT RATED,Drama,1,0,F,7.5
Donkey Skin,tt0066207,1970,P,France,2,Koch Lorber Films,NOT RATED,Drama,0,1,M,7.1
Colossus: The Forbin Project,tt0064177,1970,F,USA,0,MCA Universal Home Video,M,Sci-Fi,0,1,M,7.2
Le Cercle Rouge,tt0065531,1970,F,France,0,Rialto Pictures,NOT RATED,Crime,0,0,M,8.1
Taste the Blood of Dracula,tt0065073,1970,P,UK,0,Warner Home Video,R,Drama,0,1,M,6.4
"Conformist, The",tt0065571,1970,P,Italy,0,Paramount Pictures,R,Drama,0,2,M,8.1
Airport,tt0065377,1970,P,USA,0,Universal Pictures,G,Action,0,2,M,6.6
"Vampire Lovers, The",tt0066518,1970,P,UK,1,MGM Pictures,R,Horror,0,2,M,6.6
Beyond the Valley of the Dolls,tt0065466,1970,P,USA,0,20th Century Fox Film Corporation,NC-17,Comedy,0,2,M,6.2
Waterloo,tt0066549,1970,F,Italy,0,Columbia Pictures,G,Action,0,0,M,7.3
Les novices,tt0066164,1970,P,France,0,Parafrance,R,Comedy,0,1,M,4.9
Bambule,tt0065449,1970,P,West Germany,0,N/A,N/A,Drama,0,0,M,7.1
Darling Lili,tt0065611,1970,P,USA,0,Paramount,G,Comedy,0,2,M,6.2
Play Misty for Me,tt0067588,1971,P,USA,1,MCA Universal Home Video,R,Thriller,0,1,M,7.0
"Devils, The",tt0066993,1971,P,UK,0,Warner Bros.,R,Biography,0,1,M,7.8
"Mary, Queen of Scots",tt0067402,1971,P,UK,2,Universal Pictures,PG-13,Biography,0,1,M,7.5
Mrs. Pollifax - Spy,tt0067451,1971,P,USA,2,United Artists,G,Adventure,0,0,F,5.4
Let&#39;s Scare Jessica to Death,tt0067341,1971,P,USA,3,Paramount Pictures,PG-13,Drama,0,2,M,6.5
Nicholas and Alexandra,tt0067483,1971,P,UK,0,Sony Pictures Home Entertainment,GP,Biography,0,3,M,7.3
Death in Venice,tt0067445,1971,F,Italy,0,WARNER BROTHERS PICTURES,GP,Drama,0,1,M,7.5
Bedknobs and Broomsticks,tt0066817,1971,P,USA,0,Buena Vista Pictures,G,Animation,1,1,M,7.1
Lust for a Vampire,tt0067367,1971,P,UK,0,EMI,R,Horror,0,0,M,5.8
Harold and Maude,tt0067185,1971,P,USA,0,Paramount Pictures,PG,Comedy,0,1,M,8.0
McCabe &amp; Mrs. Miller,tt0067411,1971,P,USA,0,Warner Bros. Pictures,R,Drama,0,2,M,7.7
Klute,tt0067309,1971,P,USA,0,Warner Home Video,R,Crime,0,2,M,7.2
"House That Dripped Blood, The",tt0065854,1971,P,UK,0,Severin Films,GP,Horror,0,1,M,6.6
Duel,tt0067023,1971,F,USA,0,Universal Pictures,PG,Action,0,2,M,7.7
THX 1138,tt0066434,1971,F,USA,1,Warner Bros. Pictures,R,Drama,0,3,M,6.8
"Lady Hermit, The",tt0067322,1971,P,Hong Kong,4,N/A,N/A,Action,0,0,M,7.2
"Trojan Women, The",tt0067881,1971,P,UK,1,Cinerama,GP,Drama,1,0,M,7.1
Mon oncle Antoine,tt0067439,1971,P,Canada,0,Criterion Collection,NOT RATED,Drama,0,0,M,7.7
Taking Off,tt0067820,1971,P,USA,2,Universal Pictures,R,Comedy,0,2,M,7.4
Frenchie King,tt0067637,1971,P,UK,0,N/A,R,Comedy,0,3,M,5.3
Vampyros Lesbos,tt0066380,1971,P,West Germany,2,Floralva Exclusivas,UNRATED,Drama,1,2,M,5.5
Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),tt0067148,1971,P,Japan,0,Sony Pictures Home Entertainment,PG,Animation,0,0,M,6.0
Last Tango in Paris,tt0070849,1972,P,France,1,United Artists,NC-17,Drama,0,1,M,7.1
"Mattei Affair (Il caso Mattei), The",tt0068346,1972,F,Italy,0,N/A,R,Biography,0,0,M,7.8
"Bitter Tears of Petra von Kant , The",tt0068278,1972,P,West Germany,0,Wellspring Media Inc.,NOT RATED,Drama,0,0,M,7.8
"Last House on the Left, The",tt0068833,1972,P,USA,0,Hallmark Entertainment,R,Horror,0,0,M,6.0
Blacula,tt0068284,1972,P,USA,0,HBO Video,PG,Fantasy,0,1,M,5.6
Avanti!,tt0068240,1972,P,Italy,0,United Artists,R,Comedy,0,2,M,7.2
"Silent Night, Bloody Night",tt0070694,1972,P,USA,0,Film Chest,R,Horror,0,3,M,5.3
Sleuth,tt0069281,1972,F,UK,1,20th Century Fox Film Corporation,PG,Mystery,0,2,M,8.0
"Duscreet Charm of the Bourgeoisie, The",tt0068361,1972,P,France,0,20th Century Fox,PG,Comedy,0,1,M,8.0
"L&#39;aventure, c&#39;est l&#39;aventure",tt0066798,1972,F,France,0,Cinéma Du Parc,R,Adventure,0,2,M,7.0
Frenzy,tt0068611,1972,P,UK,1,Universal Pictures,R,Thriller,0,2,M,7.5
Prison Girls,tt0244730,1972,P,USA,0,American International Pictures,X,Crime,0,1,M,3.8
Pink Flamingos,tt0069089,1972,P,USA,2,New Line Cinema,NC-17,Comedy,0,1,M,6.1
